2022-07-19 15:25:00,769 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-19 15:25:00,953 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-19 15:25:00,955 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-07-19 15:25:00,956 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-07-19 15:25:00,965 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-07-19 15:25:00,966 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-07-19 15:25:00,967 INFO  SwAddin.cs: 201 - Setting up command manager
2022-07-19 15:25:00,968 INFO  SwAddin.cs: 204 - Adding command manager
2022-07-19 15:25:00,972 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-07-19 15:25:00,974 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-07-19 15:25:00,974 INFO  SwAddin.cs: 210 - Adding event handlers
2022-07-19 15:25:01,051 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-07-19 15:31:05,039 INFO  SwAddin.cs: 294 - Assembly export called for file ×°ÅäÌå2
2022-07-19 15:31:05,043 INFO  SwAddin.cs: 299 - Save is required
2022-07-19 15:31:05,043 INFO  SwAddin.cs: 313 - Saving assembly
2022-07-19 15:31:05,045 INFO  SwAddin.cs: 316 - Opening property manager
2022-07-19 15:31:05,132 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×°ÅäÌå2
2022-07-19 15:31:05,232 INFO  ExportHelperExtension.cs: 1136 - Found 18 in ×°ÅäÌå2
2022-07-19 15:31:05,235 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ×°ÅäÌå2
2022-07-19 15:31:05,238 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-19 15:31:05,269 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-19 15:31:05,275 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from M8ÂÝË¨-1
2022-07-19 15:31:05,277 INFO  ExportHelperExtension.cs: 1136 - Found 37 in M8ÂÝË¨-1
2022-07-19 15:31:05,279 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in M8ÂÝË¨-1
2022-07-19 15:31:05,280 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ×°ÅäÌå2
2022-07-19 15:31:05,281 INFO  ExportHelperExtension.cs: 1136 - Found 18 in ×°ÅäÌå2
2022-07-19 15:31:05,283 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ×°ÅäÌå2
2022-07-19 15:31:05,284 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-19 15:31:05,285 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-19 15:31:05,285 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from M8ÂÝË¨-1
2022-07-19 15:31:05,286 INFO  ExportHelperExtension.cs: 1136 - Found 37 in M8ÂÝË¨-1
2022-07-19 15:31:05,286 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in M8ÂÝË¨-1
2022-07-19 15:31:06,216 INFO  SwAddin.cs: 339 - Loading config tree
2022-07-19 15:31:06,230 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-07-19 15:31:06,237 INFO  SwAddin.cs: 344 - Showing property manager
2022-07-19 15:31:20,317 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-07-19 15:31:24,045 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-07-19 15:31:25,096 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×°ÅäÌå2
2022-07-19 15:31:25,151 INFO  ExportHelperExtension.cs: 1136 - Found 19 in ×°ÅäÌå2
2022-07-19 15:31:25,153 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ×°ÅäÌå2
2022-07-19 15:31:25,155 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-19 15:31:25,156 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-19 15:31:25,158 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from M8ÂÝË¨-1
2022-07-19 15:31:25,159 INFO  ExportHelperExtension.cs: 1136 - Found 37 in M8ÂÝË¨-1
2022-07-19 15:31:25,161 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in M8ÂÝË¨-1
2022-07-19 15:31:25,163 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ×°ÅäÌå2
2022-07-19 15:31:25,164 INFO  ExportHelperExtension.cs: 1136 - Found 19 in ×°ÅäÌå2
2022-07-19 15:31:25,166 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ×°ÅäÌå2
2022-07-19 15:31:25,167 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-19 15:31:25,168 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-19 15:31:25,169 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from M8ÂÝË¨-1
2022-07-19 15:31:25,170 INFO  ExportHelperExtension.cs: 1136 - Found 37 in M8ÂÝË¨-1
2022-07-19 15:31:25,172 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in M8ÂÝË¨-1
2022-07-19 15:31:25,240 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-07-19 15:31:43,105 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-07-19 15:31:43,144 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
